state,date,population,gdp,peak_demand_mw,peak_production_mw,solar_production_mw,coal_production_mw,wind_production_mw,nuclear_production_mw,total_production_mw
Gujarat,31-10-2022,75060955.17,22.28,155486.1633,156418.3056,13291.90266,75289.12955,21728.52442,25133.62918,135443.1858
Gujarat,30-11-2022,75172480.52,22.36,136506.2926,148032.3839,21130.57385,74107.56708,34217.62677,20685.23824,150141.0059
Gujarat,31-12-2022,75269404.28,22.4,194127.0464,212024.5244,31712.24586,116442.2491,52904.21389,42949.4558,244008.1646
Gujarat,31-01-2023,75417219.65,22.49,104401.7723,114144.8961,19160.44169,41837.09387,14385.70486,20458.1302,95841.37061
Gujarat,28-02-2023,75603524.24,22.53,163289.1489,156558.3223,29640.2877,76128.02453,29718.98421,27357.63153,162844.928
Gujarat,31-03-2023,75752309.23,22.61,144235.4794,153678.1702,32390.4445,74149.15411,26138.772,22443.83807,155122.2087
Gujarat,30-04-2023,75910636.06,22.67,123991.3519,111630.6761,6621.680996,50514.49408,26623.07496,22024.45528,105783.7053
Gujarat,31-05-2023,75985595.62,22.74,146465.3128,151459.4237,20407.95375,71299.45507,26058.48141,30020.11613,147786.0064
Gujarat,30-06-2023,76138602.9,22.81,154420.0925,148746.9198,31384.06669,78171.18298,22983.3841,33614.32909,166152.9629
Gujarat,31-07-2023,76278427.06,22.88,109697.4149,111117.3831,20240.21517,64539.72085,30123.24272,24585.17977,139488.3585
Gujarat,31-08-2023,76444220.28,22.93,209057.2643,223017.1872,23715.18375,121936.75,47060.78846,48893.69539,241606.4176
Gujarat,30-09-2023,76564524.25,23.01,138359.5519,139940.813,7627.419266,68753.60379,39532.63802,32696.00718,148609.6683
Gujarat,31-10-2023,76711817.52,23.08,200029.1948,207047.0863,36663.13362,109351.8369,53735.83109,45189.85558,244940.6572
Gujarat,30-11-2023,76834508.98,23.14,148567.8065,144533.6901,22258.83015,63982.56152,33954.15989,27071.04485,147266.5964
Gujarat,31-12-2023,76917239.75,23.22,179542.2741,164902.446,23485.67103,84781.43162,43764.45428,29783.71947,181815.2764
Gujarat,31-01-2024,77094333.7,23.3,176782.2652,182944.2787,23360.24723,95415.10981,20916.6669,38851.82749,178543.8514
Gujarat,29-02-2024,77180110.51,23.37,215046.1875,195695.3967,20989.58887,100391.291,54760.60979,37473.55207,213615.0418
Gujarat,31-03-2024,77364475.7,23.44,147379.2756,150334.4086,17251.74833,81358.39958,33439.68295,25243.38567,157293.2165
Gujarat,30-04-2024,77498463.87,23.48,122164.2549,119916.0407,28561.37217,61484.46139,23944.72373,25596.78331,139587.3406
Gujarat,31-05-2024,77674786.05,23.53,181248.9871,171896.4201,43697.87486,88509.11745,49608.06052,35894.84983,217709.9027
Gujarat,30-06-2024,77786192.29,23.62,204976.2763,212846.0465,28394.52375,88674.92355,52642.92368,31090.10083,200802.4718
Haryana,31-01-2012,25407036.44,7.67,19127.31967,19089.13877,2337.87084,8879.410903,0.0,0.0,11217.28174
Haryana,29-02-2012,25436278.15,7.68,16005.1751,14919.97607,2547.83556,7667.715894,0.0,0.0,10215.55145
Haryana,31-03-2012,25490873.31,7.71,19688.67772,19936.14309,3118.294629,8432.37808,0.0,0.0,11550.67271
Haryana,30-04-2012,25538026.38,7.73,23344.61232,22146.11904,3020.636409,11677.91413,0.0,0.0,14698.55054
Haryana,31-05-2012,25563820.36,7.76,15546.26918,14032.39775,1166.361412,6674.665921,0.0,0.0,7841.027332
Haryana,30-06-2012,25590222.91,7.78,18490.24361,18919.88912,968.5618874,8557.608903,0.0,0.0,9526.17079
Haryana,31-07-2012,25643195.62,7.81,21271.4463,20671.32905,2204.499799,11919.96025,0.0,0.0,14124.46005
Haryana,31-08-2012,25685538.04,7.83,13731.73744,14663.79583,2115.401447,5793.615287,0.0,0.0,7909.016733
Haryana,30-09-2012,25726386.9,7.85,23975.4032,24897.51437,3368.995388,11972.10244,0.0,0.0,15341.09782
Haryana,31-10-2012,25780089.7,7.86,14732.39163,15884.32108,1803.698324,8596.395583,0.0,0.0,10400.09391
Haryana,30-11-2012,25814871.96,7.89,19994.4991,18479.61457,3014.3266,10859.70296,0.0,0.0,13874.02956
Haryana,31-12-2012,25851000.13,7.91,23230.90147,24955.04275,2184.490034,11671.57197,0.0,0.0,13856.062
Haryana,31-01-2013,25902560.56,7.94,13209.72531,12721.39892,3098.811669,5450.138485,0.0,0.0,8548.950154
Haryana,28-02-2013,25963375.49,7.97,12813.97046,12943.17448,1330.460808,6778.323468,0.0,0.0,8108.784276
Haryana,31-03-2013,26019454.28,7.99,18122.3794,17644.77999,3004.190637,9066.884837,0.0,0.0,12071.07547
Haryana,30-04-2013,26057867.76,8.02,22037.11384,19835.45798,4964.314465,12316.26362,0.0,0.0,17280.57808
Haryana,31-05-2013,26088910.9,8.03,22273.24116,21423.26731,4257.026216,9846.007594,0.0,0.0,14103.03381
Haryana,30-06-2013,26134660.03,8.05,19487.92125,17922.93507,1476.252224,9134.864733,0.0,0.0,10611.11696
Haryana,31-07-2013,26199003.38,8.07,20385.31432,21224.94109,2286.995307,11628.20018,0.0,0.0,13915.19549
Haryana,31-08-2013,26229932.18,8.09,18671.97725,20291.84601,1284.357487,9989.885921,0.0,0.0,11274.24341
Haryana,30-09-2013,26263360.75,8.11,25227.64465,24973.0989,2834.42651,14850.09737,0.0,0.0,17684.52388
Haryana,31-10-2013,26322463.55,8.14,14860.45322,14688.95833,1628.231916,7928.42633,0.0,0.0,9556.658246
Haryana,30-11-2013,26367715.79,8.17,24416.71479,24633.08363,3693.346943,14094.22785,0.0,0.0,17787.5748
Haryana,31-12-2013,26405070.58,8.19,25789.65898,24543.51706,3089.407571,10402.11464,0.0,0.0,13491.52221
Haryana,31-01-2014,26446651.76,8.2,19089.03031,18443.17422,1529.257447,10851.69928,0.0,0.0,12380.95673
Haryana,28-02-2014,26488500.88,8.23,20519.34963,18652.70355,3021.803517,8783.383564,0.0,0.0,11805.18708
Haryana,31-03-2014,26554179.29,8.26,19640.44888,20721.02064,3647.48946,8043.809057,0.0,0.0,11691.29852
Haryana,30-04-2014,26594504.55,8.28,14763.92816,14664.89399,2149.375766,8114.886635,0.0,0.0,10264.2624
Haryana,31-05-2014,26628024.18,8.31,25095.01385,25135.84721,4565.173943,12015.93303,0.0,0.0,16581.10697
Haryana,30-06-2014,26666398.91,8.34,25183.9809,27575.80129,1323.448008,12229.2319,0.0,0.0,13552.67991
Haryana,31-07-2014,26732923.67,8.37,22115.06015,21225.62985,4329.714546,10470.04971,0.0,0.0,14799.76426
Haryana,31-08-2014,26779037.36,8.4,25206.54577,26458.58814,6129.542798,10734.92034,0.0,0.0,16864.46314
Haryana,30-09-2014,26805589.05,8.42,19468.92002,18678.07767,4771.055918,9042.908414,0.0,0.0,13813.96433
Haryana,31-10-2014,26844070.45,8.44,20666.53082,21345.10134,2781.529748,11519.18187,0.0,0.0,14300.71161
Haryana,30-11-2014,26895048.43,8.46,24471.36616,22133.40061,1873.305966,12588.61494,0.0,0.0,14461.9209
Haryana,31-12-2014,26935286.3,8.49,21941.16122,23687.62378,2543.611702,9695.941607,0.0,0.0,12239.55331
Haryana,31-01-2015,26985890.69,8.51,21059.1218,20266.08069,2856.961135,11949.05007,0.0,0.0,14806.0112
Haryana,28-02-2015,27017691.11,8.54,24062.35522,25061.44775,2980.038355,13926.4023,0.0,0.0,16906.44065
Haryana,31-03-2015,27046852.56,8.55,23788.77744,22434.8536,4373.183132,11842.92415,0.0,0.0,16216.10728
Haryana,30-04-2015,27075439.39,8.57,18688.1779,17996.03829,968.8501821,11109.49216,0.0,0.0,12078.34234
Haryana,31-05-2015,27101789.44,8.59,25160.68101,23685.02751,4150.781177,12001.87915,0.0,0.0,16152.66033
Haryana,30-06-2015,27145486.34,8.62,24947.40677,24273.94511,2267.04719,10835.16363,0.0,0.0,13102.21082
Haryana,31-07-2015,27187693.73,8.66,22191.54606,21552.02091,5218.864641,9774.972904,0.0,0.0,14993.83754
Haryana,31-08-2015,27238826.62,8.68,25863.09624,25645.77789,2367.552074,11512.9481,0.0,0.0,13880.50017
Haryana,30-09-2015,27272066.23,8.69,26201.78946,26082.86159,3686.076933,15036.97407,0.0,0.0,18723.051
Haryana,31-10-2015,27306187.06,8.71,24821.08307,24722.28089,3012.534247,11230.30891,0.0,0.0,14242.84315
Haryana,30-11-2015,27351035.13,8.74,25314.83452,27823.43265,4994.839628,10367.79039,0.0,0.0,15362.63002
Haryana,31-12-2015,27406314.08,8.76,28363.79859,29823.30258,4620.561631,13942.28017,0.0,0.0,18562.8418
Haryana,31-01-2016,27465958.44,8.78,26769.82287,25433.30276,3448.345149,13704.63498,0.0,0.0,17152.98013
Haryana,29-02-2016,27507039.89,8.81,25283.4875,26218.51929,4982.235032,13062.27538,0.0,0.0,18044.51041
Haryana,31-03-2016,27534556.19,8.83,15183.06476,16475.14927,2561.520294,6111.663951,0.0,0.0,8673.184246
Haryana,30-04-2016,27571573.39,8.86,16084.76541,17573.64626,2334.542426,8988.709821,0.0,0.0,11323.25225
Haryana,31-05-2016,27621337.74,8.87,27055.12681,28405.21593,2069.504077,14808.39329,0.0,0.0,16877.89736
Haryana,30-06-2016,27677162.41,8.9,28527.77559,28777.39526,3490.763665,16113.68027,0.0,0.0,19604.44393
Haryana,31-07-2016,27742160.42,8.93,15447.45516,16962.48148,2439.039161,7244.213253,0.0,0.0,9683.252414
Haryana,31-08-2016,27785440.51,8.95,18902.14212,18810.21206,4672.833229,9478.331278,0.0,0.0,14151.16451
Haryana,30-09-2016,27847499.95,8.98,22988.67861,21758.28216,4619.22231,9266.938889,0.0,0.0,13886.1612
Haryana,31-10-2016,27897377.05,9.02,29939.30361,29652.12631,3475.057614,15568.24947,0.0,0.0,19043.30708
Haryana,30-11-2016,27965432.73,9.05,22608.65567,22689.1648,3935.167501,10125.12148,0.0,0.0,14060.28898
Haryana,31-12-2016,28015621.73,9.07,24617.51504,24368.32864,2718.311699,14631.71967,0.0,0.0,17350.03137
Haryana,31-01-2017,28055213.11,9.09,21707.94814,22707.056,5247.510145,10446.29335,0.0,0.0,15693.8035
Haryana,28-02-2017,28086627.62,9.1,26072.55354,26794.38436,3689.580826,14447.47481,0.0,0.0,18137.05563
Haryana,31-03-2017,28128658.66,9.14,26439.24494,28262.64844,3305.754197,14396.66806,0.0,0.0,17702.42226
Haryana,30-04-2017,28155067.79,9.17,30414.2255,30740.80931,6974.462551,16269.72116,0.0,0.0,23244.18371
Haryana,31-05-2017,28220967.05,9.19,21126.14064,22483.72075,2754.159553,8921.158134,0.0,0.0,11675.31769
Haryana,30-06-2017,28290551.88,9.23,27089.05538,27517.03906,5709.458917,14731.25377,0.0,0.0,20440.71269
Haryana,31-07-2017,28334324.84,9.25,26823.97781,26911.5321,3011.461265,14161.27984,0.0,0.0,17172.7411
Haryana,31-08-2017,28400168.6,9.29,26968.37018,24347.83206,3841.012045,13432.87972,0.0,0.0,17273.89176
Haryana,30-09-2017,28442847.49,9.31,25712.20077,27592.83271,1944.08749,15028.09921,0.0,0.0,16972.1867
Haryana,31-10-2017,28509832.79,9.35,24196.48414,26398.02378,3761.17076,13754.43476,0.0,0.0,17515.60552
Haryana,30-11-2017,28549779.5,9.38,25791.24284,23896.92326,6381.858516,13559.74761,0.0,0.0,19941.60612
Haryana,31-12-2017,28576244.63,9.41,28420.07756,25757.85368,3421.854738,13444.17646,0.0,0.0,16866.0312
Haryana,31-01-2018,28630027.01,9.44,16262.23093,17343.83546,1636.654863,7135.692516,0.0,0.0,8772.347379
Haryana,28-02-2018,28682923.96,9.47,19407.07336,20303.7751,4452.721771,10001.79675,0.0,0.0,14454.51852
Haryana,31-03-2018,28712218.26,9.49,20732.16723,22047.67046,5022.802887,12108.60911,0.0,0.0,17131.412
Haryana,30-04-2018,28763593.89,9.52,30299.94949,28078.68914,1761.494871,12329.47115,0.0,0.0,14090.96602
Haryana,31-05-2018,28819973.74,9.55,19809.30741,17925.25625,1781.410408,9629.109264,0.0,0.0,11410.51967
Haryana,30-06-2018,28883639.03,9.58,27406.10129,28505.10359,3411.070528,11462.6312,0.0,0.0,14873.70173
Haryana,31-07-2018,28908027.16,9.6,30659.98596,29601.02757,4496.14998,14804.28239,0.0,0.0,19300.43237
Haryana,31-08-2018,28967791.01,9.63,33038.24211,35407.0751,3976.715978,15317.70546,0.0,0.0,19294.42144
Haryana,30-09-2018,29005378.23,9.65,21176.45984,22279.71336,1216.598666,10122.57946,0.0,0.0,11339.17813
Haryana,31-10-2018,29060002.69,9.67,32172.61348,31001.73599,5527.27474,13488.33105,0.0,0.0,19015.60579
Haryana,30-11-2018,29104930.33,9.71,22638.31014,21176.60465,3720.253229,10618.37842,0.0,0.0,14338.63165
Haryana,31-12-2018,29141924.01,9.73,25213.50977,23777.11688,3896.424511,10682.27274,0.0,0.0,14578.69725
Haryana,31-01-2019,29168903.34,9.76,31965.16329,34747.53849,4804.722868,14594.50415,0.0,0.0,19399.22701
Haryana,28-02-2019,29236356.88,9.8,19392.75842,20439.1679,2551.838115,11484.38184,0.0,0.0,14036.21996
Haryana,31-03-2019,29270918.09,9.83,26781.32074,28909.0513,1819.396406,11480.12471,0.0,0.0,13299.52112
Haryana,30-04-2019,29319580.14,9.87,31652.74029,30055.05755,7345.387673,16578.03786,0.0,0.0,23923.42554
Haryana,31-05-2019,29363953.66,9.91,24901.47405,23669.48735,2134.222483,12580.80224,0.0,0.0,14715.02473
Haryana,30-06-2019,29410736.42,9.92,34553.69839,35445.84699,3944.270929,14390.50301,0.0,0.0,18334.77394
Haryana,31-07-2019,29453574.05,9.94,30663.22212,31144.68568,4205.699491,14218.12525,0.0,0.0,18423.82474
Haryana,31-08-2019,29525913.97,9.98,31629.15305,33337.49584,5137.713589,16613.5823,0.0,0.0,21751.29589
Haryana,30-09-2019,29590226.24,10.02,21078.81811,19048.51384,4314.925992,8613.435474,0.0,0.0,12928.36147
Haryana,31-10-2019,29646637.82,10.05,29616.7215,30954.94614,1485.258746,13755.75442,0.0,0.0,15241.01317
Haryana,30-11-2019,29704062.28,10.09,33470.73225,34815.55407,4070.482809,14210.64245,0.0,0.0,18281.12526
Haryana,31-12-2019,29755652.06,10.1,33986.98649,33073.95567,4192.72938,14337.32741,0.0,0.0,18530.05679
Haryana,31-01-2020,29797962.9,10.14,26655.17308,27478.71931,2853.720174,12125.56029,0.0,0.0,14979.28046
Haryana,29-02-2020,29859497.27,10.18,27953.4165,27853.10012,5457.597137,12834.06814,0.0,0.0,18291.66527
Haryana,31-03-2020,29910298.27,10.21,19457.56365,17916.97943,2485.549331,11429.31168,0.0,0.0,13914.86101
Haryana,30-04-2020,29949149.11,10.24,26384.02463,24433.17693,1687.249622,11359.44799,0.0,0.0,13046.69761
Haryana,31-05-2020,29993420.81,10.28,33363.12015,31139.39212,4166.906218,18335.39371,0.0,0.0,22502.29993
Haryana,30-06-2020,30049029.34,10.3,35593.19164,36783.52725,1973.50265,18292.19675,0.0,0.0,20265.6994
Haryana,31-07-2020,30092603.54,10.33,27483.496,28217.87358,5447.313799,13681.85129,0.0,0.0,19129.16509
Haryana,31-08-2020,30123282.49,10.38,22359.57079,20838.03473,1452.986238,10602.04795,0.0,0.0,12055.03418
Haryana,30-09-2020,30187546.38,10.42,23148.04041,22131.02991,5155.937035,11599.46264,0.0,0.0,16755.39967
Haryana,31-10-2020,30224701.31,10.45,26182.77898,27622.98701,5599.376632,10711.67678,0.0,0.0,16311.05341
Haryana,30-11-2020,30255858.48,10.49,35644.32608,36616.09024,4368.227993,16345.86777,0.0,0.0,20714.09576
Haryana,31-12-2020,30315412.3,10.51,28778.11323,26506.00528,2694.559319,13094.91267,0.0,0.0,15789.47199
Haryana,31-01-2021,30364447.12,10.55,22098.76677,20400.78711,1816.060591,10730.84853,0.0,0.0,12546.90912
Haryana,28-02-2021,30400705.19,10.58,35611.934,33967.42179,7288.235325,21031.46271,0.0,0.0,28319.69803
Haryana,31-03-2021,30439846.68,10.61,22286.42661,23349.25403,4948.903587,11161.02512,0.0,0.0,16109.92871
Haryana,30-04-2021,30498838.41,10.63,21290.55808,21102.24831,2893.890819,9481.505685,0.0,0.0,12375.3965
Haryana,31-05-2021,30559637.59,10.67,38606.866,41874.95736,8110.667845,20047.70827,0.0,0.0,28158.37612
Haryana,30-06-2021,30624889.29,10.7,33167.22102,30890.78206,3224.338513,17373.0572,0.0,0.0,20597.39571
Haryana,31-07-2021,30672357.22,10.73,32454.62939,35359.99726,6217.932327,13679.4525,0.0,0.0,19897.38482
Haryana,31-08-2021,30705973.89,10.75,36287.1835,35330.96804,5674.472096,14744.5294,0.0,0.0,20419.00149
Haryana,30-09-2021,30737789.97,10.79,34737.43534,35894.65683,7949.99568,16083.78605,0.0,0.0,24033.78173
Haryana,31-10-2021,30766133.39,10.83,26661.8591,28309.66953,2238.095082,12490.20453,0.0,0.0,14728.29961
Haryana,30-11-2021,30811458.08,10.85,37385.86392,38353.32522,2013.990758,21290.13504,0.0,0.0,23304.12579
Haryana,31-12-2021,30838298.94,10.89,24326.10135,24916.62746,1780.239994,10171.46721,0.0,0.0,11951.70721
Haryana,31-01-2022,30887234.41,10.93,22681.59398,23862.32579,4400.898774,11698.92561,0.0,0.0,16099.82438
Haryana,28-02-2022,30959279.58,10.96,29810.12009,29611.87657,6092.60558,16379.43171,0.0,0.0,22472.03729
Haryana,31-03-2022,31007704.99,11.0,34479.55539,31791.37894,7464.003123,17769.35107,0.0,0.0,25233.3542
Haryana,30-04-2022,31041903.78,11.03,25933.99129,25671.93315,3753.794964,12115.82062,0.0,0.0,15869.61558
Haryana,31-05-2022,31112062.69,11.05,21640.57726,21545.84293,4190.006053,12055.55135,0.0,0.0,16245.5574
Haryana,30-06-2022,31144223.64,11.09,21396.78298,21006.0965,4131.71247,8674.566764,0.0,0.0,12806.27923
Haryana,31-07-2022,31175379.82,11.11,25383.23633,26720.41788,2654.757094,15208.56024,0.0,0.0,17863.31734
Haryana,31-08-2022,31252181.24,11.13,23219.28006,21899.36972,2713.640426,12554.70602,0.0,0.0,15268.34644
Haryana,30-09-2022,31323829.43,11.16,36651.95148,37639.91575,2466.568531,16800.36738,0.0,0.0,19266.93591
Haryana,31-10-2022,31366699.63,11.2,24513.41965,26366.29778,1272.328772,11368.43133,0.0,0.0,12640.7601
Haryana,30-11-2022,31402412.1,11.24,40824.03042,36872.02777,7322.629313,21572.59234,0.0,0.0,28895.22165
Haryana,31-12-2022,31458832.46,11.28,38606.18544,38970.23446,6492.052799,16124.54625,0.0,0.0,22616.59905
Haryana,31-01-2023,31516624.86,11.31,36611.06325,34996.17204,7744.30663,20284.77677,0.0,0.0,28029.0834
Haryana,28-02-2023,31568338.16,11.35,35216.83966,34380.02122,2559.096787,20172.44147,0.0,0.0,22731.53825
Haryana,31-03-2023,31638882.75,11.37,33452.90033,35290.17942,3187.167596,17450.7593,0.0,0.0,20637.9269
Haryana,30-04-2023,31686892.68,11.41,21750.04921,23583.07197,1107.493195,11169.83876,0.0,0.0,12277.33196
Haryana,31-05-2023,31765404.6,11.44,24422.32451,23139.48385,5348.611244,13634.54841,0.0,0.0,18983.15966
Haryana,30-06-2023,31809921.06,11.46,22445.4779,22938.19305,3120.347054,13362.56241,0.0,0.0,16482.90946
Haryana,31-07-2023,31844711.66,11.5,26181.7328,27183.31554,4553.057756,13899.61645,0.0,0.0,18452.67421
Haryana,31-08-2023,31897292.98,11.55,39922.41769,40680.49957,5194.031174,17836.47949,0.0,0.0,23030.51066
Haryana,30-09-2023,31970504.09,11.57,30510.53786,30887.19024,6540.440837,12996.25433,0.0,0.0,19536.69517
Haryana,31-10-2023,32001560.09,11.62,30701.5964,29934.78674,4835.398448,16507.08504,0.0,0.0,21342.48349
Haryana,30-11-2023,32068686.79,11.64,34044.19521,32695.06196,3613.799632,18326.16782,0.0,0.0,21939.96745
Haryana,31-12-2023,32102289.16,11.67,23946.0486,24175.57527,3049.691448,11858.23045,0.0,0.0,14907.9219
Haryana,31-01-2024,32143882.41,11.71,24511.94662,24176.10908,4365.735115,10189.57068,0.0,0.0,14555.30579
Haryana,29-02-2024,32201633.86,11.73,32234.68725,29591.23791,6275.81455,16573.41421,0.0,0.0,22849.22876
Haryana,31-03-2024,32248445.13,11.77,24164.53391,23429.00339,5071.026085,9728.39707,0.0,0.0,14799.42316
Haryana,30-04-2024,32327241.68,11.81,24809.2427,23954.93977,3041.097137,12989.47453,0.0,0.0,16030.57166
Haryana,31-05-2024,32374771.28,11.85,40328.21771,43473.04983,3706.054927,16382.25407,0.0,0.0,20088.309
Haryana,30-06-2024,32412711.75,11.89,38039.84321,36035.92806,4209.936396,20630.12637,0.0,0.0,24840.06277
Himachal,31-01-2012,6878106.996,1.83,1063.814938,1036.459186,68.84249427,516.3833584,0.0,0.0,585.2258526
Himachal,29-02-2012,6890482.152,1.83,1297.290499,1330.095577,175.2227811,772.8995946,0.0,0.0,948.1223757
Himachal,31-03-2012,6903919.051,1.84,948.0233015,878.1328078,114.251983,488.7140212,0.0,0.0,602.9660043
Himachal,30-04-2012,6915897.433,1.84,765.4780974,738.3501483,132.4582473,444.8498998,0.0,0.0,577.3081471
Himachal,31-05-2012,6927189.689,1.85,859.433203,788.5922491,111.1509924,387.1242728,0.0,0.0,498.2752652
Himachal,30-06-2012,6939169.644,1.85,844.0239494,862.754928,143.0764791,354.5754625,0.0,0.0,497.6519416
Himachal,31-07-2012,6953248.733,1.86,1431.86324,1426.645981,145.8448911,665.2887657,0.0,0.0,811.1336568
Himachal,31-08-2012,6969906.349,1.86,922.2490034,962.0270903,166.9497336,373.975094,0.0,0.0,540.9248276
Himachal,30-09-2012,6980547.858,1.87,1436.619403,1372.656588,330.2314852,737.7909374,0.0,0.0,1068.022423
Himachal,31-10-2012,6988580.659,1.87,932.089413,979.9744158,68.00694926,431.6553929,0.0,0.0,499.6623421
Himachal,30-11-2012,6999273.82,1.87,1195.911475,1120.946339,220.9295068,626.132695,0.0,0.0,847.0622018
Himachal,31-12-2012,7011028.649,1.88,1395.255651,1419.459098,159.5219945,714.7477553,0.0,0.0,874.2697498
Himachal,31-01-2013,7027918.119,1.88,1474.904178,1587.658792,360.8394216,620.5558894,0.0,0.0,981.3953109
Himachal,28-02-2013,7041665.863,1.89,817.1261455,788.3381927,59.94800234,448.6301306,0.0,0.0,508.5781329
Himachal,31-03-2013,7054875.312,1.89,932.428979,976.3771374,208.7849267,442.615843,0.0,0.0,651.4007696
Himachal,30-04-2013,7072463.956,1.9,1293.965411,1350.245728,273.4800464,641.1012605,0.0,0.0,914.5813069
Himachal,31-05-2013,7089727.806,1.9,869.9246428,953.2952501,180.9832645,463.612456,0.0,0.0,644.5957205
Himachal,30-06-2013,7105720.932,1.91,1322.360382,1248.495836,156.4100431,625.3941374,0.0,0.0,781.8041805
Himachal,31-07-2013,7117889.904,1.92,1547.14187,1638.625998,273.2259762,829.9079663,0.0,0.0,1103.133942
Himachal,31-08-2013,7135359.753,1.92,1522.138017,1621.843991,335.5701235,627.9477476,0.0,0.0,963.5178711
Himachal,30-09-2013,7143743.6,1.93,1408.039551,1331.745476,184.4225269,602.2796774,0.0,0.0,786.7022043
Himachal,31-10-2013,7153895.813,1.93,933.6772181,843.4464205,228.590088,468.7022557,0.0,0.0,697.2923437
Himachal,30-11-2013,7163269.121,1.94,1307.38381,1331.740485,180.9899493,747.7883383,0.0,0.0,928.7782876
Himachal,31-12-2013,7171198.893,1.95,1039.37477,980.5104067,157.7911262,593.6446521,0.0,0.0,751.4357784
Himachal,31-01-2014,7178527.02,1.95,1497.051073,1502.851131,289.9009911,844.8929254,0.0,0.0,1134.793917
Himachal,28-02-2014,7185456.908,1.96,1053.123008,1156.175069,78.07465211,443.5305551,0.0,0.0,521.6052072
Himachal,31-03-2014,7196742.447,1.97,1574.234119,1530.66189,391.8888591,677.3826047,0.0,0.0,1069.271464
Himachal,30-04-2014,7206565.887,1.97,888.0222828,823.9808969,213.9925054,425.2032974,0.0,0.0,639.1958028
Himachal,31-05-2014,7223469.392,1.97,1450.184915,1395.402673,322.440392,718.3470071,0.0,0.0,1040.787399
Himachal,30-06-2014,7232451.05,1.98,1082.263968,1117.943836,60.89741388,504.4652012,0.0,0.0,565.3626151
Himachal,31-07-2014,7245881.458,1.99,1265.66511,1235.666863,131.1044773,506.5052798,0.0,0.0,637.6097572
Himachal,31-08-2014,7258252.955,1.99,962.0444788,1035.337345,222.743424,567.3796873,0.0,0.0,790.1231114
Himachal,30-09-2014,7272866.515,2.0,1434.647892,1440.304532,317.1534963,637.039286,0.0,0.0,954.1927823
Himachal,31-10-2014,7280786.334,2.01,1134.503837,1245.403747,217.44359,519.7472629,0.0,0.0,737.1908529
Himachal,30-11-2014,7286999.811,2.01,1545.778661,1558.725213,122.4767858,647.782407,0.0,0.0,770.2591928
Himachal,31-12-2014,7299720.293,2.02,1624.927936,1781.919075,214.5846737,803.8673213,0.0,0.0,1018.451995
Himachal,31-01-2015,7308230.037,2.03,1037.910423,1091.968028,147.4457729,460.0942082,0.0,0.0,607.5399811
Himachal,28-02-2015,7326259.105,2.03,1446.717245,1505.482322,244.9704926,697.5372817,0.0,0.0,942.5077743
Himachal,31-03-2015,7343503.78,2.03,1075.019506,1103.527331,83.47202433,475.261233,0.0,0.0,558.7332574
Himachal,30-04-2015,7354938.011,2.04,1146.195118,1092.40475,197.6751646,630.3976797,0.0,0.0,828.0728442
Himachal,31-05-2015,7364028.689,2.05,1573.337587,1723.501761,139.4004606,837.5890418,0.0,0.0,976.9895024
Himachal,30-06-2015,7374123.173,2.05,1299.023208,1212.000587,281.0604137,757.9128461,0.0,0.0,1038.97326
Himachal,31-07-2015,7381574.623,2.05,1435.56288,1393.646056,230.2581464,684.701699,0.0,0.0,914.9598454
Himachal,31-08-2015,7393668.098,2.06,1496.608912,1456.508946,171.3555288,643.8333534,0.0,0.0,815.1888822
Himachal,30-09-2015,7404514.965,2.07,1143.119475,1040.909365,179.7591958,555.8519772,0.0,0.0,735.611173
Himachal,31-10-2015,7416734.813,2.07,1482.190614,1455.746407,232.048083,848.6601914,0.0,0.0,1080.708274
Himachal,30-11-2015,7432569.573,2.08,1383.535143,1245.530161,237.2970564,801.8246624,0.0,0.0,1039.121719
Himachal,31-12-2015,7443702.503,2.09,1854.401316,1817.934209,269.2152281,894.0571252,0.0,0.0,1163.272353
Himachal,31-01-2016,7450046.786,2.09,1226.036505,1333.301492,284.5349485,589.0661507,0.0,0.0,873.6010992
Himachal,29-02-2016,7467734.486,2.1,1560.201877,1663.900172,201.0163332,703.0222011,0.0,0.0,904.0385343
Himachal,31-03-2016,7479864.896,2.1,1660.642981,1534.311424,295.7501561,864.7372,0.0,0.0,1160.487356
Himachal,30-04-2016,7492804.293,2.11,1452.113881,1364.357852,104.9929059,654.215563,0.0,0.0,759.2084689
Himachal,31-05-2016,7499138.743,2.12,1100.769917,1149.60232,254.6032685,580.2127534,0.0,0.0,834.8160219
Himachal,30-06-2016,7506292.727,2.12,1872.514731,1769.425667,203.5067673,937.1491739,0.0,0.0,1140.655941
Himachal,31-07-2016,7512807.061,2.12,1340.951622,1300.004956,262.4183595,635.3392092,0.0,0.0,897.7575687
Himachal,31-08-2016,7521081.615,2.13,1900.370666,2004.712403,372.6255799,1100.591963,0.0,0.0,1473.217543
Himachal,30-09-2016,7532618.046,2.14,1732.534427,1661.866472,341.1057925,998.2637468,0.0,0.0,1339.369539
Himachal,31-10-2016,7545081.107,2.14,1207.197284,1241.739473,167.3432423,571.925079,0.0,0.0,739.2683213
Himachal,30-11-2016,7563725.985,2.15,1888.191131,1704.571539,319.291188,1078.429318,0.0,0.0,1397.720506
Himachal,31-12-2016,7571917.169,2.15,1003.835824,925.6230432,176.4974442,466.2265172,0.0,0.0,642.7239614
