Country,Country_code,State,State_code,State_type,Date,Category,Subcategory,Variable,Unit,Value
India,IND,Goa,GA,state,1/1/2019,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/1/2019,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/1/2019,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/1/2019,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/1/2019,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/1/2019,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/1/2019,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/1/2019,Electricity generation,Fuel,Solar,GWh,0.0
India,IND,Goa,GA,state,1/1/2019,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/1/2019,Electricity generation,Total,Total Generation,GWh,0.0
India,IND,Goa,GA,state,1/2/2019,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/2/2019,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/2/2019,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/2/2019,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/2/2019,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/2/2019,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/2/2019,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/2/2019,Electricity generation,Fuel,Solar,GWh,0.0
India,IND,Goa,GA,state,1/2/2019,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/2/2019,Electricity generation,Total,Total Generation,GWh,0.0
India,IND,Goa,GA,state,1/3/2019,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/3/2019,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/3/2019,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/3/2019,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/3/2019,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/3/2019,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/3/2019,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/3/2019,Electricity generation,Fuel,Solar,GWh,0.0
India,IND,Goa,GA,state,1/3/2019,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/3/2019,Electricity generation,Total,Total Generation,GWh,0.0
India,IND,Goa,GA,state,1/4/2019,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/4/2019,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/4/2019,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/4/2019,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/4/2019,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/4/2019,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/4/2019,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/4/2019,Electricity generation,Fuel,Solar,GWh,0.0
India,IND,Goa,GA,state,1/4/2019,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/4/2019,Electricity generation,Total,Total Generation,GWh,0.0
India,IND,Goa,GA,state,1/5/2019,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/5/2019,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/5/2019,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/5/2019,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/5/2019,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/5/2019,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/5/2019,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/5/2019,Electricity generation,Fuel,Solar,GWh,0.0
India,IND,Goa,GA,state,1/5/2019,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/5/2019,Electricity generation,Total,Total Generation,GWh,0.0
India,IND,Goa,GA,state,1/6/2019,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/6/2019,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/6/2019,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/6/2019,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/6/2019,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/6/2019,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/6/2019,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/6/2019,Electricity generation,Fuel,Solar,GWh,0.0
India,IND,Goa,GA,state,1/6/2019,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/6/2019,Electricity generation,Total,Total Generation,GWh,0.0
India,IND,Goa,GA,state,1/7/2019,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/7/2019,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/7/2019,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/7/2019,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/7/2019,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/7/2019,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/7/2019,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/7/2019,Electricity generation,Fuel,Solar,GWh,0.0
India,IND,Goa,GA,state,1/7/2019,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/7/2019,Electricity generation,Total,Total Generation,GWh,0.0
India,IND,Goa,GA,state,1/8/2019,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/8/2019,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/8/2019,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/8/2019,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/8/2019,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/8/2019,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/8/2019,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/8/2019,Electricity generation,Fuel,Solar,GWh,0.0
India,IND,Goa,GA,state,1/8/2019,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/8/2019,Electricity generation,Total,Total Generation,GWh,0.0
India,IND,Goa,GA,state,1/9/2019,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/9/2019,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/9/2019,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/9/2019,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/9/2019,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/9/2019,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/9/2019,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/9/2019,Electricity generation,Fuel,Solar,GWh,0.0
India,IND,Goa,GA,state,1/9/2019,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/9/2019,Electricity generation,Total,Total Generation,GWh,0.0
India,IND,Goa,GA,state,1/10/2019,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/10/2019,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/10/2019,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/10/2019,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/10/2019,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/10/2019,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/10/2019,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/10/2019,Electricity generation,Fuel,Solar,GWh,0.12
India,IND,Goa,GA,state,1/10/2019,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/10/2019,Electricity generation,Total,Total Generation,GWh,0.12
India,IND,Goa,GA,state,1/11/2019,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/11/2019,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/11/2019,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/11/2019,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/11/2019,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/11/2019,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/11/2019,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/11/2019,Electricity generation,Fuel,Solar,GWh,0.14
India,IND,Goa,GA,state,1/11/2019,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/11/2019,Electricity generation,Total,Total Generation,GWh,0.14
India,IND,Goa,GA,state,1/12/2019,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/12/2019,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/12/2019,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/12/2019,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/12/2019,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/12/2019,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/12/2019,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/12/2019,Electricity generation,Fuel,Solar,GWh,0.14
India,IND,Goa,GA,state,1/12/2019,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/12/2019,Electricity generation,Total,Total Generation,GWh,0.14
India,IND,Goa,GA,state,1/1/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/1/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/1/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/1/2020,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/1/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/1/2020,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/1/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/1/2020,Electricity generation,Fuel,Solar,GWh,0.14
India,IND,Goa,GA,state,1/1/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/1/2020,Electricity generation,Total,Total Generation,GWh,0.14
India,IND,Goa,GA,state,1/2/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/2/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/2/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/2/2020,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/2/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/2/2020,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/2/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/2/2020,Electricity generation,Fuel,Solar,GWh,0.15
India,IND,Goa,GA,state,1/2/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/2/2020,Electricity generation,Total,Total Generation,GWh,0.15
India,IND,Goa,GA,state,1/3/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/3/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/3/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/3/2020,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/3/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/3/2020,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/3/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/3/2020,Electricity generation,Fuel,Solar,GWh,0.13
India,IND,Goa,GA,state,1/3/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/3/2020,Electricity generation,Total,Total Generation,GWh,0.13
India,IND,Goa,GA,state,1/4/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/4/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/4/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/4/2020,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/4/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/4/2020,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/4/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/4/2020,Electricity generation,Fuel,Solar,GWh,0.15
India,IND,Goa,GA,state,1/4/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/4/2020,Electricity generation,Total,Total Generation,GWh,0.15
India,IND,Goa,GA,state,1/5/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/5/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/5/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/5/2020,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/5/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/5/2020,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/5/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/5/2020,Electricity generation,Fuel,Solar,GWh,0.14
India,IND,Goa,GA,state,1/5/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/5/2020,Electricity generation,Total,Total Generation,GWh,0.14
India,IND,Goa,GA,state,1/6/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/6/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/6/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/6/2020,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/6/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/6/2020,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/6/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/6/2020,Electricity generation,Fuel,Solar,GWh,0.09
India,IND,Goa,GA,state,1/6/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/6/2020,Electricity generation,Total,Total Generation,GWh,0.09
India,IND,Goa,GA,state,1/7/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/7/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/7/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/7/2020,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/7/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/7/2020,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/7/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/7/2020,Electricity generation,Fuel,Solar,GWh,0.09
India,IND,Goa,GA,state,1/7/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/7/2020,Electricity generation,Total,Total Generation,GWh,0.09
India,IND,Goa,GA,state,1/8/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/8/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/8/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/8/2020,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/8/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/8/2020,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/8/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/8/2020,Electricity generation,Fuel,Solar,GWh,0.09
India,IND,Goa,GA,state,1/8/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/8/2020,Electricity generation,Total,Total Generation,GWh,0.09
India,IND,Goa,GA,state,1/9/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/9/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/9/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/9/2020,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/9/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/9/2020,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/9/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/9/2020,Electricity generation,Fuel,Solar,GWh,0.1
India,IND,Goa,GA,state,1/9/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/9/2020,Electricity generation,Total,Total Generation,GWh,0.1
India,IND,Goa,GA,state,1/10/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/10/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/10/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/10/2020,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/10/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/10/2020,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/10/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/10/2020,Electricity generation,Fuel,Solar,GWh,0.12
India,IND,Goa,GA,state,1/10/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/10/2020,Electricity generation,Total,Total Generation,GWh,0.12
India,IND,Goa,GA,state,1/11/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/11/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/11/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/11/2020,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/11/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/11/2020,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/11/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/11/2020,Electricity generation,Fuel,Solar,GWh,0.14
India,IND,Goa,GA,state,1/11/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/11/2020,Electricity generation,Total,Total Generation,GWh,0.14
India,IND,Goa,GA,state,1/12/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/12/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/12/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/12/2020,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/12/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/12/2020,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/12/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/12/2020,Electricity generation,Fuel,Solar,GWh,0.14
India,IND,Goa,GA,state,1/12/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/12/2020,Electricity generation,Total,Total Generation,GWh,0.14
India,IND,Goa,GA,state,1/1/2021,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/1/2021,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/1/2021,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/1/2021,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/1/2021,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/1/2021,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/1/2021,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/1/2021,Electricity generation,Fuel,Solar,GWh,0.14
India,IND,Goa,GA,state,1/1/2021,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/1/2021,Electricity generation,Total,Total Generation,GWh,0.14
India,IND,Goa,GA,state,1/2/2021,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/2/2021,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/2/2021,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/2/2021,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/2/2021,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/2/2021,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/2/2021,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/2/2021,Electricity generation,Fuel,Solar,GWh,0.1
India,IND,Goa,GA,state,1/2/2021,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/2/2021,Electricity generation,Total,Total Generation,GWh,0.1
India,IND,Goa,GA,state,1/3/2021,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/3/2021,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/3/2021,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/3/2021,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/3/2021,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/3/2021,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/3/2021,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/3/2021,Electricity generation,Fuel,Solar,GWh,0.15
India,IND,Goa,GA,state,1/3/2021,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/3/2021,Electricity generation,Total,Total Generation,GWh,0.15
India,IND,Goa,GA,state,1/4/2021,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/4/2021,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/4/2021,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/4/2021,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/4/2021,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/4/2021,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/4/2021,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/4/2021,Electricity generation,Fuel,Solar,GWh,0.15
India,IND,Goa,GA,state,1/4/2021,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/4/2021,Electricity generation,Total,Total Generation,GWh,0.15
India,IND,Goa,GA,state,1/5/2021,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/5/2021,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/5/2021,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/5/2021,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/5/2021,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/5/2021,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/5/2021,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/5/2021,Electricity generation,Fuel,Solar,GWh,0.1
India,IND,Goa,GA,state,1/5/2021,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/5/2021,Electricity generation,Total,Total Generation,GWh,0.1
India,IND,Goa,GA,state,1/6/2021,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/6/2021,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,Goa,GA,state,1/6/2021,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,Goa,GA,state,1/6/2021,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,Goa,GA,state,1/6/2021,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,Goa,GA,state,1/6/2021,Electricity generation,Fuel,Other Fossil,GWh,0.0
India,IND,Goa,GA,state,1/6/2021,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,Goa,GA,state,1/6/2021,Electricity generation,Fuel,Solar,GWh,0.1
India,IND,Goa,GA,state,1/6/2021,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,Goa,GA,state,1/6/2021,Electricity generation,Total,Total Generation,GWh,0.1
India,IND,Goa,GA,state,1/7/2021,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,Goa,GA,state,1/7/2021,Electricity generation,Fuel,Coal,GWh,0.0
